User ID,Clicks,Non-Clicks
U72274,['N306'],['N33828']
U68484,"['N60364', 'N18106', 'N36530']","['N26179', 'N8957', 'N36545', 'N5370', 'N16804', 'N14780', 'N24686', 'N3841', 'N9139', 'N7754', 'N41881', 'N35172', 'N55204', 'N22617', 'N15761', 'N61623', 'N59981', 'N21519', 'N17140', 'N63538']"
U51122,"['N30892', 'N60767', 'N306', 'N51112', 'N36734', 'N40195', 'N61972', 'N48699', 'N35492', 'N19161', 'N31709', 'N49802', 'N6419', 'N24578', 'N58232', 'N37748']","['N6056', 'N26262', 'N50156', 'N12029', 'N33677']"
U25207,[],[]
U87584,"['N306', 'N5442', 'N41881']","['N24272', 'N62838', 'N27845', 'N25546', 'N28934', 'N23784', 'N30295', 'N26130', 'N12523', 'N5905', 'N55582', 'N279', 'N43001', 'N38783']"
U30502,"['N41172', 'N527', 'N29857', 'N22161', 'N44796', 'N21420', 'N50961']","['N26262', 'N21701', 'N14592', 'N4642', 'N43386']"
U60966,['N35847'],"['N33677', 'N14592', 'N26262']"
U44402,"['N62714', 'N8952', 'N10470', 'N1841', 'N41197', 'N11246', 'N41651']","['N26262', 'N13930', 'N48077', 'N60992', 'N14592', 'N16804', 'N49194', 'N3344']"
U66237,"['N29177', 'N40912']",['N41020']
U89684,"['N871', 'N36530']","['N52294', 'N39949', 'N41020', 'N32544', 'N32182', 'N30475', 'N3344']"
U41595,[],"['N8929', 'N6658', 'N45211', 'N50302', 'N26179']"
U89190,"['N18321', 'N48076', 'N60364']","['N36545', 'N6658', 'N45211', 'N29536', 'N50302', 'N26179', 'N60186']"
U26813,['N26580'],"['N43266', 'N6056', 'N26262', 'N3841', 'N41020', 'N32544', 'N23547', 'N32182', 'N6066', 'N2823', 'N38309', 'N31978', 'N3344', 'N30518']"
U66906,"['N55189', 'N36934', 'N9680']","['N6056', 'N496', 'N41387', 'N3841', 'N46923', 'N33576', 'N33831', 'N29212', 'N62750', 'N16148', 'N62894']"
U32341,[],"['N27737', 'N48487', 'N33828', 'N41934', 'N50484']"
U70467,"['N29177', 'N40716', 'N47479', 'N36530']","['N41172', 'N30998', 'N33964', 'N8957', 'N63538']"
U39302,"['N29177', 'N13689', 'N13117', 'N38298', 'N32748', 'N306', 'N20575', 'N6734', 'N58401', 'N60559', 'N26642', 'N64273', 'N21136', 'N15023', 'N45954', 'N37748']","['N4912', 'N63538', 'N57090']"
U23881,"['N16169', 'N61972', 'N36530', 'N10470', 'N60702']","['N36408', 'N496', 'N41387', 'N1539', 'N29212', 'N24109']"
U4109,"['N27320', 'N35671', 'N20575', 'N37564', 'N36929']",['N55325']
U7285,"['N29177', 'N306', 'N26168', 'N871', 'N20575', 'N4020', 'N49279', 'N20121', 'N46978']","['N23184', 'N61185']"
U27675,"['N29177', 'N49731', 'N32312', 'N38298', 'N42289', 'N4830', 'N33120', 'N20344', 'N49040', 'N60938', 'N45729', 'N42435', 'N7422', 'N32483', 'N4020', 'N51692', 'N27612', 'N26642', 'N21576', 'N4593', 'N10347', 'N40716', 'N871', 'N30682', 'N42137', 'N30531']","['N60992', 'N59673']"
U72970,[],"['N4642', 'N33831', 'N59673', 'N21420']"
U55108,"['N34997', 'N2467']","['N4912', 'N24686', 'N63538', 'N61006', 'N57090', 'N26179']"
U20140,"['N306', 'N32483', 'N22279', 'N14114', 'N21020']",[]
U33191,"['N21777', 'N34997', 'N32748', 'N25885', 'N20121', 'N17387', 'N51112', 'N55897', 'N28088', 'N51053', 'N5270', 'N5629', 'N56447', 'N4020', 'N63332', 'N51692', 'N26642', 'N19429', 'N31599', 'N841', 'N4404', 'N61708', 'N9165', 'N11704', 'N8952', 'N8448', 'N39192']","['N62318', 'N41387', 'N24109', 'N34185', 'N1539', 'N29212', 'N16148']"
U25384,"['N48497', 'N24614', 'N48699', 'N32483', 'N56447', 'N18094', 'N26760', 'N46978']","['N26262', 'N47748', 'N59673', 'N4754', 'N14592', 'N59385', 'N21420']"
U24942,['N48715'],[]
U59551,"['N49279', 'N60470']",[]
U40339,"['N58871', 'N52551', 'N12900', 'N46795']","['N59981', 'N63538']"
U53180,[],[]
U85982,['N45729'],"['N62318', 'N27737', 'N59267', 'N34185', 'N33828', 'N29212']"
U66792,[],"['N12579', 'N35172', 'N38783']"
U23174,['N306'],"['N55275', 'N496', 'N29212', 'N60550', 'N46736', 'N62894']"
U35297,['N14801'],"['N3344', 'N31978']"
U48408,[],"['N43519', 'N6056', 'N21656', 'N41020', 'N32544', 'N60105', 'N31978', 'N28327']"
U10752,[],[]
U67111,"['N48497', 'N26026', 'N53531']","['N496', 'N3841', 'N23547', 'N8907', 'N46923', 'N55555']"
U66028,"['N10470', 'N51818']","['N3841', 'N60932', 'N3344', 'N261']"
U27568,"['N14114', 'N871', 'N60702', 'N18094']","['N5370', 'N50302', 'N25471', 'N12579']"
U20017,['N62714'],"['N20793', 'N55275', 'N54752', 'N41387', 'N62750', 'N55555', 'N29212', 'N60550', 'N31679', 'N62894']"
U82609,"['N306', 'N4020', 'N51692', 'N10347']","['N41172', 'N4754', 'N33831', 'N4642', 'N21420', 'N41612']"
U63037,[],['N46736']
U70638,['N7187'],"['N48705', 'N41172', 'N6916', 'N47748', 'N3841', 'N4404', 'N14170', 'N29517', 'N4754', 'N33831', 'N60550', 'N4642', 'N21420', 'N41612', 'N21712', 'N62894']"
U76231,['N49685'],[]
U40036,['N44423'],"['N6056', 'N45173', 'N61760', 'N41020', 'N32544', 'N32182', 'N23547', 'N6066', 'N2823', 'N38309', 'N31978', 'N30475', 'N33677', 'N3344']"
U51286,"['N6007', 'N17539', 'N35560', 'N30765', 'N63855', 'N63837', 'N61249', 'N53531', 'N36910', 'N14114', 'N20857', 'N58332', 'N45933', 'N9248', 'N42128', 'N63180', 'N12680', 'N23907', 'N42137', 'N64474', 'N35369']","['N17342', 'N50302', 'N45211', 'N39949']"
U26448,"['N306', 'N38298']","['N48705', 'N33831', 'N21420', 'N41612', 'N4404']"
U6340,"['N306', 'N48545', 'N4912', 'N31748', 'N38825', 'N53216', 'N64634', 'N24251', 'N30765', 'N6315', 'N36836', 'N50484', 'N52906']","['N34746', 'N41165', 'N59673', 'N22442', 'N20147', 'N36089', 'N4642', 'N14780', 'N3344', 'N62894', 'N13689', 'N52294', 'N3841', 'N23008', 'N7754', 'N4754', 'N59385', 'N29536', 'N51187', 'N18862', 'N60186', 'N26262', 'N16314', 'N21420', 'N43386', 'N1914', 'N17031', 'N39949', 'N23547', 'N59761']"
U39640,"['N53948', 'N41197']","['N49685', 'N50060']"
U39660,"['N48497', 'N17589', 'N63499', 'N54522', 'N5104', 'N48699', 'N23784', 'N34649', 'N52875', 'N61388', 'N1603', 'N34694', 'N58580', 'N20121', 'N41244', 'N39118', 'N49040']","['N25546', 'N49685', 'N36545', 'N26179', 'N23184']"
U30095,"['N8073', 'N31108', 'N21577']","['N64228', 'N62318', 'N41387', 'N41165', 'N49955', 'N8907', 'N4238', 'N34185', 'N29212', 'N18862', 'N60186']"
U22655,"['N25870', 'N2087', 'N21815', 'N64273', 'N7422']","['N54300', 'N5370', 'N26130', 'N57090', 'N22549', 'N14780', 'N31679', 'N28983', 'N24686', 'N7754', 'N27079', 'N23254', 'N35172', 'N3541', 'N54752', 'N63538', 'N34442', 'N1914', 'N4912', 'N58030', 'N61623', 'N26179']"
U37597,"['N3560', 'N32312', 'N51396', 'N29857', 'N53531', 'N51705', 'N38802']","['N26262', 'N41172', 'N59673', 'N35847', 'N4754', 'N33831', 'N59385', 'N4642', 'N21420', 'N3344', 'N62894']"
U62151,"['N49731', 'N50372', 'N55897', 'N14873', 'N12367', 'N48882']",['N55204']
U88221,"['N15900', 'N18881', 'N47761']","['N25949', 'N6056', 'N61623', 'N103', 'N59673', 'N6066', 'N60992', 'N14592', 'N59385', 'N43386', 'N3344']"
U20256,"['N29177', 'N6419', 'N2018', 'N64777', 'N5905', 'N57510', 'N548', 'N8073', 'N55189', 'N37915', 'N5558', 'N1066', 'N24578', 'N36091', 'N56399', 'N4020', 'N51692', 'N22161', 'N36530', 'N26026', 'N3727', 'N28992', 'N36557', 'N25113', 'N23239', 'N42137', 'N8448', 'N38118']","['N41020', 'N32544', 'N21656']"
U4976,[],"['N41020', 'N32544', 'N23547', 'N32182', 'N2823', 'N38309', 'N31978', 'N30475', 'N33677', 'N3344']"
U87570,"['N7422', 'N61313', 'N9226', 'N20707']","['N55275', 'N62318', 'N41387', 'N55943', 'N1539', 'N29212', 'N60550', 'N4404']"
U38403,"['N13689', 'N57072']","['N59761', 'N3541', 'N52294', 'N39949', 'N61623', 'N23008', 'N8957', 'N23254', 'N59981', 'N55204', 'N63538', 'N1914']"
U17739,['N51692'],"['N41020', 'N43519', 'N32544']"
U64300,"['N14742', 'N32312', 'N59043', 'N35671', 'N871', 'N55189', 'N52551', 'N4020', 'N58264', 'N53216', 'N11116', 'N64273', 'N45954']","['N6056', 'N41172', 'N47748', 'N3841', 'N59673', 'N49955', 'N35847', 'N43386', 'N4754', 'N14592', 'N43460', 'N19647', 'N21420']"
U74326,"['N29177', 'N37404', 'N45597', 'N61997', 'N47508', 'N32939', 'N32483', 'N52303', 'N18106', 'N60702', 'N12431', 'N26179', 'N35369']","['N43519', 'N6056', 'N21656', 'N26262', 'N61760', 'N41020', 'N32544', 'N58271', 'N31978', 'N30475', 'N30518', 'N61463', 'N30870']"
U50842,"['N29177', 'N12900', 'N38311', 'N9680', 'N23119', 'N2910', 'N14102', 'N42528', 'N2078']",['N8929']
U78110,"['N21815', 'N54571']",[]
U6953,['N53948'],"['N49685', 'N23184', 'N50060']"
U22615,"['N58410', 'N14742', 'N27612']","['N61623', 'N9139', 'N8957', 'N59981', 'N55204', 'N63538', 'N53585', 'N1914']"
U36274,"['N29177', 'N38298', 'N15634', 'N25691', 'N11068']",['N1539']
U71352,"['N28088', 'N1746', 'N4661', 'N5905']","['N21420', 'N41172', 'N49001', 'N21701', 'N3841', 'N61760', 'N13930', 'N59673', 'N20428', 'N6066', 'N4754', 'N4642', 'N43386']"
U65584,"['N54522', 'N14349', 'N33513']","['N59390', 'N49279']"
U30845,['N16770'],"['N496', 'N43587', 'N39949', 'N3841', 'N62563', 'N55325', 'N16148']"
U92320,['N21576'],"['N1914', 'N8957']"
U1546,"['N30842', 'N35671']","['N4912', 'N61623', 'N17342', 'N57090', 'N63538']"
U89780,"['N32483', 'N2910']",[]
U75418,"['N871', 'N32585', 'N41449', 'N1322', 'N29857', 'N36530', 'N39749', 'N25885', 'N16172', 'N42528', 'N52411', 'N46978']","['N41172', 'N3841', 'N59673', 'N52409', 'N6066', 'N60992', 'N14592', 'N43386', 'N37793', 'N62894']"
U58097,"['N53052', 'N871', 'N32483', 'N26026', 'N8448', 'N30144']","['N35847', 'N27789']"
U69541,"['N36766', 'N53585']","['N13930', 'N55204']"
U73657,"['N50155', 'N14742', 'N871', 'N6007', 'N35671', 'N18094', 'N29212', 'N63180', 'N54571']",['N1539']
U93355,['N56447'],[]
U74403,"['N35607', 'N15857']","['N31679', 'N46736']"
U57387,"['N23547', 'N59673', 'N36530', 'N22558', 'N63855']","['N64228', 'N44290', 'N5370', 'N4642', 'N3344', 'N21712', 'N62894', 'N27101', 'N52294', 'N49955', 'N23008', 'N62563', 'N4754', 'N34605', 'N33831', 'N59385', 'N29536', 'N18862', 'N19300', 'N60186', 'N59761', 'N26262', 'N41172', 'N64634', 'N3589', 'N21420', 'N36836', 'N35847', 'N43386', 'N3737', 'N43587', 'N39949', 'N103', 'N38488', 'N31978', 'N20147']"
U18063,"['N31978', 'N10821']","['N26639', 'N43266', 'N6056', 'N44290', 'N103', 'N2823', 'N14592', 'N261', 'N24458', 'N43386', 'N3344']"
U88315,['N5629'],"['N43481', 'N56278', 'N41485', 'N62275', 'N12523', 'N51976', 'N47691', 'N30633', 'N53595']"
U86947,"['N64474', 'N29740', 'N3344', 'N49318']","['N48705', 'N13930', 'N29517', 'N33831', 'N21420', 'N4404']"
U70856,"['N3395', 'N40716', 'N13180', 'N64955', 'N37915', 'N56447', 'N32483', 'N58232', 'N14349', 'N20147', 'N44423', 'N32933', 'N25113', 'N57510', 'N20344', 'N9412', 'N10347']","['N3841', 'N41020', 'N32544', 'N23547', 'N32182', 'N38309', 'N31978', 'N3344']"
U22943,"['N52551', 'N49040']",['N4642']
U63221,['N42137'],"['N33677', 'N14592']"
U49022,"['N871', 'N46978']","['N26262', 'N6903', 'N41172', 'N3496', 'N3841', 'N35847', 'N28324', 'N43386', 'N5370', 'N4754', 'N60992', 'N14592', 'N31978', 'N59385', 'N21420', 'N3344']"
U63162,"['N61972', 'N40526', 'N2183', 'N31802', 'N2018', 'N15122', 'N42791', 'N16344', 'N64554', 'N47922', 'N41298', 'N2078']","['N38294', 'N55275', 'N9621', 'N54752', 'N27737', 'N48707', 'N36288', 'N33828', 'N41934', 'N48487', 'N62894']"
U16674,"['N871', 'N4642', 'N36699', 'N26026', 'N3908', 'N21576', 'N64554', 'N46795', 'N48715', 'N61388', 'N50299', 'N10867']",[]
U77985,"['N34185', 'N2078']","['N62318', 'N1539']"
U77035,"['N51705', 'N4593', 'N40716']","['N6056', 'N21656', 'N3841', 'N41020', 'N32544', 'N23547', 'N60105', 'N31978', 'N33677']"
U72061,['N306'],"['N24272', 'N27845', 'N5442', 'N26130', 'N41881', 'N27583', 'N26179', 'N43001', 'N38783']"
U21896,"['N41328', 'N62718', 'N35415', 'N18094']","['N3697', 'N9139', 'N33964', 'N8957', 'N59981', 'N55204', 'N63538', 'N53585', 'N1914']"
U82615,[],"['N30998', 'N13930', 'N55204', 'N53585', 'N30518']"
U58953,['N20575'],[]
U72875,"['N38298', 'N55526', 'N61249', 'N33352', 'N63210']","['N26262', 'N60932', 'N14592', 'N59385', 'N261', 'N33677']"
U75319,"['N17589', 'N32312', 'N15857', 'N37033', 'N5629', 'N40716', 'N1985', 'N56447', 'N62287', 'N54490', 'N10843', 'N50726', 'N35607', 'N8448', 'N42126', 'N41633', 'N63726', 'N63180']",['N4642']
U41347,"['N48497', 'N871', 'N36526', 'N23119', 'N36530', 'N60646', 'N5905', 'N54522']","['N9621', 'N54752', 'N27737', 'N48487', 'N33828', 'N41934', 'N50484']"
U5803,"['N29177', 'N21503', 'N17009', 'N54490', 'N46795', 'N60702', 'N43263', 'N48497', 'N8073', 'N61972', 'N787', 'N38339', 'N25889', 'N48680', 'N42691', 'N64955', 'N56447', 'N4020', 'N723', 'N33337', 'N30429', 'N37811', 'N21514', 'N23239', 'N5488', 'N41449', 'N1167', 'N20286', 'N30531']","['N41020', 'N32544', 'N21656']"
U33535,"['N64838', 'N10414', 'N45729']","['N496', 'N54752', 'N41387', 'N9621', 'N62318', 'N59267', 'N34185', 'N1539', 'N29212', 'N24109']"
U85614,['N48715'],"['N32544', 'N60105', 'N32182', 'N23547', 'N38309', 'N31978']"
U67601,"['N38909', 'N26760', 'N32483', 'N26179']",['N43001']
U81378,"['N35543', 'N770', 'N16148', 'N3500']","['N41387', 'N6916', 'N41165', 'N20428', 'N4642', 'N21712', 'N2046', 'N3841', 'N14170', 'N7754', 'N33831', 'N51187', 'N22568', 'N50107', 'N46477', 'N8907', 'N3589', 'N16314', 'N21420', 'N21701', 'N37793', 'N1914', 'N17031', 'N31395', 'N23824', 'N61623', 'N23547', 'N48077', 'N41612']"
U62766,"['N12900', 'N15857', 'N52551', 'N20290', 'N10414']","['N62750', 'N29517', 'N39399', 'N33831', 'N60550', 'N21701', 'N31679', 'N41612', 'N16148']"
U20536,"['N10827', 'N10470', 'N2945', 'N22519', 'N52411', 'N9824', 'N41298', 'N23903', 'N61997', 'N51396', 'N20397', 'N27612', 'N26642', 'N42528', 'N33352', 'N53948', 'N871', 'N19432', 'N10843', 'N32742', 'N8448', 'N61388']",[]
U11472,"['N22345', 'N3395']","['N55275', 'N9621', 'N27737', 'N48487', 'N48707', 'N33828', 'N41934', 'N49505', 'N50484']"
U54720,"['N871', 'N33170', 'N62325', 'N1167', 'N29517', 'N19982', 'N62006', 'N46063']","['N26262', 'N48705', 'N4404', 'N14170', 'N4754', 'N33831', 'N59385', 'N60550', 'N4642', 'N21420', 'N41612', 'N21712']"
U45974,"['N14644', 'N6056', 'N21656', 'N30295', 'N26642']","['N43519', 'N3841', 'N41020', 'N32544', 'N23547', 'N32182', 'N60105', 'N31978', 'N51187']"
U62114,[],['N60550']
U90785,"['N29177', 'N306', 'N871', 'N36530', 'N48077', 'N26319', 'N52411']","['N6056', 'N26262', 'N22320', 'N41172', 'N52557', 'N22442', 'N4754', 'N60992', 'N14592', 'N59385', 'N51187', 'N37793']"
U12910,"['N2550', 'N60971']",['N49685']
U92659,['N21519'],"['N35006', 'N279', 'N23784', 'N29619', 'N49685', 'N28324', 'N54300', 'N49030', 'N26130', 'N50060', 'N22549', 'N5905', 'N35172', 'N26179', 'N23184', 'N46309', 'N38783']"
U22879,"['N35671', 'N31666', 'N52551', 'N8448', 'N22558']",[]
U81997,['N64474'],"['N11087', 'N12029']"
U74665,"['N5370', 'N8448', 'N1841', 'N34694']","['N61623', 'N24686']"
U7438,"['N871', 'N11068']","['N33677', 'N43386', 'N26262', 'N261']"
U77858,['N40356'],"['N3541', 'N52294', 'N24686', 'N49685', 'N8957', 'N63538', 'N60186']"
U21980,"['N2309', 'N43068', 'N1603', 'N19105', 'N48715', 'N52874', 'N18845', 'N35829', 'N20575', 'N61249', 'N18951', 'N57972', 'N4190', 'N32939', 'N52551', 'N3615', 'N4020', 'N9891', 'N51692', 'N22161', 'N27612', 'N26026', 'N61126', 'N14150', 'N11282', 'N14644', 'N31663', 'N306', 'N25582', 'N62318', 'N871', 'N18881', 'N23119', 'N42137', 'N31201', 'N18094', 'N10843', 'N10986', 'N38182', 'N13754', 'N23614']","['N59267', 'N34185', 'N29212']"
U51406,"['N32312', 'N871', 'N37427', 'N1843', 'N58871', 'N21771', 'N58332', 'N64554', 'N3500', 'N64474', 'N2994', 'N548', 'N46978']","['N29212', 'N1539', 'N41387']"
U67905,"['N29177', 'N10417']","['N41881', 'N27845', 'N38783']"
U20601,"['N32748', 'N28088', 'N14801', 'N64554', 'N28123']","['N61623', 'N24686', 'N16920', 'N23254', 'N55204', 'N58410', 'N30518']"
U36515,['N61997'],"['N43519', 'N41020', 'N32544', 'N23547', 'N60105', 'N61843', 'N31978']"
U15628,['N18321'],"['N496', 'N41387', 'N9621', 'N62318', 'N3841', 'N59267', 'N34185', 'N1539', 'N29212', 'N24109']"
U57926,"['N29177', 'N14742', 'N43462', 'N44230', 'N51112', 'N55189', 'N32483', 'N21020', 'N47479', 'N5905', 'N46795', 'N27583', 'N29541', 'N40912', 'N44402', 'N56353']",[]
U62654,"['N64554', 'N13927', 'N30531', 'N53531', 'N45737', 'N27845', 'N32643', 'N5629', 'N52551', 'N32483', 'N36530', 'N28992', 'N41633', 'N31748', 'N30822', 'N39949', 'N64536', 'N27583', 'N61388', 'N38118', 'N50299', 'N63210']","['N24272', 'N52433']"
U66181,[],"['N49685', 'N50060']"
U70805,[],['N59267']
U23094,['N18094'],['N32182']
U1060,"['N306', 'N10470', 'N7422']","['N43519', 'N51478', 'N14408', 'N16920', 'N13967', 'N21519', 'N25049']"
U57569,"['N4642', 'N15122', 'N1998']",['N21420']
U77493,"['N62838', 'N36133', 'N47479', 'N35560', 'N64777', 'N64554', 'N35829', 'N51112', 'N40526', 'N11673', 'N37185', 'N11068', 'N44796', 'N5629', 'N26642', 'N36530', 'N4593', 'N26714', 'N38311', 'N52116', 'N29857', 'N11704', 'N41244', 'N56353']","['N26262', 'N41165', 'N59673', 'N4642', 'N37793']"
U66787,"['N29177', 'N38298', 'N47508', 'N47479', 'N44579', 'N26580', 'N34694', 'N10417', 'N8073', 'N11068', 'N52063', 'N22101', 'N15857', 'N61997', 'N41020', 'N44251', 'N2078', 'N26714', 'N53948', 'N48829', 'N8448', 'N38182', 'N39192']",['N16920']
U31,['N14742'],"['N3541', 'N61623', 'N9139', 'N8957', 'N12523', 'N5370', 'N59981', 'N52585', 'N55204', 'N63538', 'N1914']"
U92118,[],"['N43266', 'N6056', 'N41020', 'N32544', 'N32182', 'N38309', 'N31978', 'N30475', 'N45422', 'N3344']"
U69855,['N35671'],"['N6056', 'N42397', 'N60105', 'N12523', 'N31978', 'N30475']"
U78463,"['N2078', 'N20290', 'N62875']",['N49685']
U26527,[],['N26130']
U7760,['N51692'],"['N6056', 'N26262', 'N59673', 'N35847', 'N27932', 'N4754', 'N60992', 'N14592', 'N43386', 'N3344']"
U13747,['N58264'],"['N44290', 'N59673', 'N20428', 'N43460', 'N4642', 'N3344', 'N21712', 'N62894', 'N2046', 'N24686', 'N3841', 'N37185', 'N4754', 'N33831', 'N59385', 'N19647', 'N50107', 'N26262', 'N41172', 'N52409', 'N3589', 'N21701', 'N21420', 'N35847', 'N43386', 'N6056', 'N61623', 'N14592', 'N31978']"
U77273,"['N14644', 'N51692', 'N36530', 'N2777', 'N7422']","['N24272', 'N27845', 'N634', 'N25546', 'N28214', 'N5442', 'N23784', 'N4080', 'N28324', 'N30295', 'N26130', 'N41881', 'N45428', 'N5905', 'N279', 'N38783']"
U49176,"['N15670', 'N59267', 'N35459', 'N16553', 'N63183']","['N34185', 'N62318']"
U85959,"['N6007', 'N41456', 'N53216', 'N22279', 'N62451', 'N51569', 'N54090', 'N41633', 'N32742', 'N51741', 'N34455', 'N39376']","['N64228', 'N28324', 'N54300', 'N26130', 'N5370', 'N16804', 'N5905', 'N13689', 'N27101', 'N52294', 'N24686', 'N58638', 'N23784', 'N23254', 'N29536', 'N19300', 'N60186', 'N3541', 'N15761', 'N40356', 'N36181', 'N36836', 'N1914', 'N3737', 'N4912', 'N43587', 'N61623', 'N39949', 'N52696', 'N61006', 'N38488', 'N59981', 'N17140', 'N63538', 'N28382', 'N59761']"
U6792,"['N48699', 'N33513']","['N59390', 'N61185', 'N38783']"
U42380,[],"['N6658', 'N45211', 'N50302']"
U44910,"['N53052', 'N65039', 'N55642', 'N26528', 'N32483', 'N55526', 'N14114', 'N42128', 'N8448', 'N30113', 'N58232', 'N45954']",['N49685']
U80959,"['N29177', 'N36530']","['N41020', 'N3344', 'N32182', 'N32544']"
U83777,['N28088'],"['N13930', 'N53585', 'N55204']"
U48943,"['N55189', 'N28088', 'N5442', 'N26026']","['N24272', 'N27845', 'N41881']"
U64739,"['N64273', 'N63499']","['N4642', 'N41612', 'N26262', 'N60550']"
U48826,"['N39867', 'N7606', 'N58782', 'N35560', 'N53531', 'N12523', 'N28852', 'N60364', 'N14114', 'N6203', 'N36449', 'N3908', 'N58232']","['N26262', 'N60932', 'N14592', 'N59385', 'N35847']"
U67878,[],[]
U55490,['N64777'],"['N4642', 'N21420']"
U71499,['N921'],"['N27737', 'N50484', 'N48487', 'N41934']"
U23168,"['N14742', 'N58722', 'N56775', 'N32483', 'N26026', 'N26319', 'N8448', 'N16344', 'N64554', 'N61388', 'N27922']",[]
U31709,"['N306', 'N49588', 'N44251', 'N42289', 'N48284', 'N60702', 'N35369']","['N26130', 'N4912', 'N63538', 'N57090']"
U83273,"['N306', 'N32312', 'N43955', 'N20342', 'N42137', 'N36530', 'N26026', 'N11327', 'N28576', 'N5905', 'N30765', 'N64474', 'N63855']","['N41387', 'N3841', 'N55555', 'N62563', 'N33576', 'N29212']"
U20487,['N4717'],[]
U26813,['N26580'],"['N46477', 'N44290', 'N3841', 'N43386', 'N4642', 'N21420', 'N21712']"
U25459,['N22161'],['N12029']
U8162,"['N29177', 'N306', 'N871', 'N653', 'N2199', 'N42435', 'N51741']","['N54752', 'N41387', 'N33576', 'N29212', 'N60550', 'N62750', 'N62894']"
U11341,['N306'],[]
U44901,[],['N49685']
U83337,"['N29177', 'N18947', 'N28550', 'N871', 'N36699', 'N16965', 'N64536', 'N51388', 'N20290', 'N21815', 'N26947', 'N25889', 'N25450', 'N30531', 'N46978', 'N54571']","['N31395', 'N41387', 'N41020', 'N32544', 'N32182', 'N22442', 'N2823', 'N31978', 'N45422', 'N3344']"
U38089,['N787'],"['N4912', 'N35671', 'N63538', 'N7754', 'N36545', 'N41881', 'N64273', 'N59981', 'N27079', 'N21519', 'N4633', 'N14780', 'N41651', 'N28983', 'N1914']"
U15348,[],"['N24686', 'N30998', 'N13930', 'N33964', 'N8957', 'N55204', 'N53585', 'N63538', 'N30518', 'N60186']"
U56776,['N41795'],"['N55275', 'N496', 'N41387', 'N9621', 'N36408', 'N55555', 'N38797', 'N33576', 'N1539', 'N29212', 'N46736']"
U13734,"['N4786', 'N64955', 'N50778', 'N25889', 'N30531']","['N5905', 'N55582', 'N31679', 'N28983', 'N38783', 'N52294', 'N51378', 'N41881', 'N35172', 'N29536', 'N279', 'N60186', 'N24272', 'N14305', 'N27845', 'N5442', 'N4633', 'N10867', 'N39949', 'N64273', 'N27583', 'N26179', 'N59761']"
U77202,"['N52551', 'N12900', 'N871', 'N34694']",[]
U64024,['N9226'],"['N12579', 'N26179', 'N25546', 'N23784', 'N28324', 'N26130', 'N36545', 'N59390', 'N49279', 'N5905', 'N14780', 'N279', 'N23184', 'N61185', 'N38783']"
U9477,"['N25677', 'N58871', 'N1603', 'N60702', 'N4642', 'N16148', 'N53636', 'N40526', 'N28088', 'N2231', 'N12900', 'N38747', 'N53322', 'N14102', 'N21241', 'N306', 'N27278', 'N54594', 'N42137', 'N54522']","['N6916', 'N20428', 'N43460', 'N60550', 'N3344', 'N21712', 'N62894', 'N2046', 'N24686', 'N3841', 'N49955', 'N37185', 'N14170', 'N4754', 'N33831', 'N59385', 'N55723', 'N50107', 'N46477', 'N26262', 'N41172', 'N3589', 'N21701', 'N21420', 'N35847', 'N4369', 'N6056', 'N27789', 'N61623', 'N103', 'N31978', 'N41612']"
U10628,"['N53052', 'N64634', 'N8952', 'N26026', 'N10470', 'N44796', 'N51741', 'N46091']","['N59673', 'N33831', 'N4642', 'N21420', 'N62894']"
U74585,['N56775'],"['N14780', 'N23184', 'N38783']"
U10461,"['N20718', 'N26642']",[]
U82107,"['N56447', 'N32483']","['N2046', 'N41172', 'N44290', 'N41165', 'N59673', 'N43386', 'N23547', 'N20428', 'N14592', 'N21701', 'N21420', 'N37793']"
U77815,"['N3344', 'N5905']","['N41020', 'N32544', 'N32182']"
U32595,"['N40716', 'N35671', 'N21876', 'N31802', 'N54490', 'N38182', 'N64273', 'N22744', 'N51344', 'N11068', 'N25885', 'N18106', 'N10821', 'N13055']","['N4754', 'N3589', 'N26262', 'N41172']"
U10235,['N138'],['N12523']
U45476,['N871'],"['N24272', 'N5442', 'N27845', 'N41881']"
U74525,"['N26179', 'N32312', 'N38298', 'N47508', 'N59673', 'N47479', 'N7938', 'N54300', 'N20428', 'N4079', 'N13927', 'N18106', 'N56775', 'N8073', 'N13117', 'N55897', 'N37915', 'N20575', 'N26900', 'N1066', 'N24578', 'N26319', 'N817', 'N11068', 'N37820', 'N5270', 'N59470', 'N15857', 'N51061', 'N35671', 'N32939', 'N40508', 'N51692', 'N27612', 'N60364', 'N30429', 'N16770', 'N64800', 'N564', 'N25450', 'N14644', 'N56011', 'N30477', 'N14742', 'N40716', 'N61708', 'N49809', 'N2533', 'N32742', 'N8331', 'N8448', 'N51818', 'N52303', 'N58644', 'N13935']","['N6056', 'N26262', 'N41172', 'N21420', 'N61623', 'N4754', 'N36089', 'N14592', 'N19647', 'N21701', 'N35847', 'N62894']"
U17635,"['N14349', 'N19594', 'N36530']","['N26262', 'N41172', 'N52557', 'N7112', 'N4754', 'N59385', 'N35847', 'N3344']"
U91149,"['N306', 'N27278', 'N871', 'N22279', 'N49279', 'N60186']","['N52294', 'N39949', 'N8929', 'N25867', 'N26130', 'N59390', 'N61185', 'N50302', 'N59761', 'N38783']"
